price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,Price_sqft
5300000,"G T Road, Ghaziabad, G T Road, Ghaziabad, Delhi NCR",1125,28.679009,77.34929514,2,2,2,Ready to Move,Resale,,,,,Flat,4711.111111
2600000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",800,28.70451529,77.41924553,2,2,,Ready to Move,Resale,,,,,Flat,3250
11000000,"Vasundhara Enclave, New Delhi - East, Delhi NCR",1400,28.59821938,77.31182666,3,2,2,Ready to Move,Resale,2,,,Nearby Ashok Nagar Metro station,Flat,7857.142857
8500000,"368 subhash Nagar., Subhash Nagar, New Delhi - West, Delhi NCR",900,28.7427845,77.13809204,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Near Main Market and shubhash nagar Metro Stations.,Individual House,9444.444444
17000000,"DLF City Phase 1, DLF City Phase 2, Gurgaon, Delhi NCR",2150,28.43108,77.055414,3,3,2,Ready to Move,New Property,,,1,nearby shikandarpur metro station,Flat,7906.976744
14200000,"Dwarka Sector 23, New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",1850,28.56329062,77.05067414,3,3,3,Ready to Move,Resale,2,,2,Plot no. -13,Flat,7675.675676
5500000,"Homes Sai Ram Apartments, Sector 28 Dwarka, New Delhi - Dwarka, Delhi NCR",1200,28.63474274,77.04914856,3,2,2,Ready to Move,Resale,,Unfurnished,,Near Shani mandir,Flat,4583.333333
3400000,"gali no 3, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",600,28.59803581,77.07652283,2,2,1,Ready to Move,New Property,,Semi-Furnished,,Near Yamaha bike showroom,Flat,5666.666667
7200000,"Flat No. G4 Building No . J1/13  Gupta Coloney, Khirki Extension Near Malviya Nagar New Delhi 110017, Khirki extension, New Delhi - South, Delhi NCR",1250,28.49677086,77.22854614,3,2,2,Ready to Move,Resale,,Semi-Furnished,,Near Tikona Park and More Superstore.,Flat,5760
8700000,"Sector 77, Gurgaon, Sector 77, Gurgaon, Delhi NCR",1450,28.387426,76.979751,3,3,3,Ready to Move,Resale,2,,10,It can be easily approached through National Highway 8,Flat,6000
9200000,"Sector 70A, Gurgaon, Delhi NCR",1420,28.385432,77.017122,2,2,3,Ready to Move,Resale,,,,,Flat,6478.873239
3800000,"Migsun Ultimo Greater Noida, Omicron 3, Greater Noida, Delhi NCR",1005,28.474501,77.553187,2,2,1,Ready to Move,Resale,2,,3,Near by Pulmeria Garden omicron3 greater Noida,Flat,3781.094527
42500000,"Sector 30 gurgaon, Sector 30, Gurgaon, Delhi NCR",4500,28.46195602,77.05679321,3,5,4,Ready to Move,Resale,2,Semi-Furnished,3,,Flat,9444.444444
6500000,"Noida Extension, Greater Noida, Delhi NCR",1620,28.605958,77.444512,3,3,3,Ready to Move,Resale,,Unfurnished,,,Flat,4012.345679
7650000,"6, Vaibhav Khand, Indirapuram, Indirapuram, Ghaziabad, Delhi NCR",1168,28.641073,77.368012,3,2,3,Ready to Move,New Property,,,,Indirapuram Habitat Center,Flat,6549.657534
4500000,"Sector 133, Noida, Delhi NCR",1107,28.50512302,77.371256,2,2,4,Ready to Move,Resale,,,,Jaypee hospital and schools in vicinity,Individual House,4065.04065
8500000,"Eldeco green meadows, Sector-Pi, Greater Noida, Delhi NCR",1510,28.47064511,77.53731908,3,3,2,Ready to Move,New Property,,,,,Flat,5629.139073
23500000,"Pocket-C, Block-8, Sector-17, Near Axis Bank, Dwarka, New Delhi, Dwarka, New Delhi - Dwarka, Delhi NCR",1800,28.63479233,77.04915619,4,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Opp. Delhi International School Edge. Close to Dwarka Sector13 Metro,Individual House,13055.55556
4500000,"Omicron I, 130 Meter Road, Greater Noida, Uttar Pradesh 201310, Omicron 1, Greater Noida, Delhi NCR",955,28.46267033,77.55830252,2,2,,,Resale,,Furnished,,,Flat,4712.041885
6280000,"Noida Extension, Noida, Delhi NCR",1500,28.605958,77.444512,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,4186.666667
13900000,"Sector 28, Gurgaon, Delhi NCR",2060,28.4747467,77.08303833,3,3,2,Ready to Move,New Property,,Semi-Furnished,,,Flat,6747.572816
8200000,"Sector 78, Noida, Sector 78, Noida, Delhi NCR",1550,28.563989,77.388607,3,3,5,Ready to Move,Resale,1,,2,Property is just 500 meter away from sector-76 Metro station,Flat,5290.322581
13100000,"26/165 3rd Floor with Terrace 125 sq. yds., Vikram Vihar, New Delhi - South, Delhi NCR",1200,28.564363,77.2368819,2,2,,Ready to Move,Resale,,Furnished,,"moolchand metro station, vikram hotel",Flat,10916.66667
10000000,"601, GPL Eden Height, Sector 70, Gurgaon, Delhi NCR",1250,28.3930662,77.022442,2,2,3,Ready to Move,Resale,,,,,Flat,8000
6500000,"A2 ff., Sector 49, Gurgaon, Delhi NCR",1050,28.412766,77.052239,2,2,3,Ready to Move,Resale,,,,,Flat,6190.47619
4500000,"Noida Extension, Noida, Delhi NCR",1055,28.605958,77.444512,2,2,2,Ready to Move,Resale,1,Unfurnished,,,Flat,4265.402844
14500000,"Green Home CGHS Plot No 4 Sector 52 Gurgaon, Sector 52, Gurgaon, Delhi NCR",2000,28.438262,77.0793005,3,4,2,Ready to Move,Resale,,,,Near by Botanical Gardens,Individual House,7250
4000000,"Ratan Park, New Delhi - West, Delhi NCR",510,28.654545,77.1337505,2,2,2,Ready to Move,New Property,,Semi-Furnished,,,Flat,7843.137255
42500000,"C- 85., Sector 39 Block C, Noida, Delhi NCR",5500,28.56596375,77.35002899,6,7,,Ready to Move,New Property,5,Furnished,,near golf course metro station,Flat,7727.272727
20000000,"Puri Diplomatic Green, C2-902, Phase I, Sector 111, Gurgaon, Sector 111, Gurgaon, Delhi NCR",2237,28.5194705,77.027282,3,3,3,Ready to Move,New Property,2,,3,,Individual House,8940.545373
3100000,"Yamuna Expressway, Greater Noida, Yamuna Expressway, Greater Noida, Delhi NCR",975,28.32519614,77.535202,2,2,3,Ready to Move,Resale,1,,3,Near by Budh International Formula1 Racing Circuit Greater Noida,Flat,3179.487179
4800000,"Greater Noida West, Greater Noida., Greater Noida West, Greater Noida, Delhi NCR",1245,28.606945,77.45557857,3,2,4,Ready to Move,New Property,1,,,,Flat,3855.421687
6700000,"3997., Aravali Vihar, Faridabad, Delhi NCR",1250,28.3964215,77.2714966,3,3,2,Ready to Move,Resale,2,,1,DAV school,Flat,5360
12500000,"Sector 71, Gurgaon, Delhi NCR",2320,28.4087675,77.0228914,3,3,,,Resale,,Semi-Furnished,,,Flat,5387.931034
27000000,"156., Chittaranjan Park, New Delhi - South, Delhi NCR",2200,28.53787231,77.24923706,4,4,2,Ready to Move,Resale,,Unfurnished,,"close to all CR park markets, in a peaceful harmonious neighborhood.",Flat,12272.72727
11500000,"Sector 82, Sector Road, Sector 82, Gurgaon, Delhi NCR",2300,28.395841,76.962664,3,4,,Ready to Move,Resale,1,,2,"Vatika City, Malls and Multiplexes, Schools, hospitals nearby. NH8",Flat,5000
9000000,"Villa no281 panchsheel green2 Noida Extension, Noida Extension, Noida, Delhi NCR",1730,28.5613842,77.31790161,4,3,3,Ready to Move,Resale,1,Furnished,,,Flat,5202.312139
4500000,"Vasundhara Ghaziabad, Sector 5 Vasundhara, Ghaziabad, Delhi NCR",1250,28.63619423,77.43363953,3,3,3,Ready to Move,Resale,,Semi-Furnished,,Olive County,Flat,3600
2990000,"Wave City, Ghaziabad, Delhi NCR",840,28.664371,77.488789,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,3559.52381
6200000,"F-6, Alokvihar 2., Sector 50, Noida, Delhi NCR",1300,28.57407242,77.37162063,3,3,3,Ready to Move,Resale,,,,Nearby Nilgiri Public School.,Flat,4769.230769
9500000,"C Block Top Floor, Sector 82, Faridabad, Delhi NCR",2184,28.39704757,77.35685016,4,4,4,Ready to Move,Resale,1,,2,"Greater Fbd, Nearby top schools, malls, upcoming500 bed hospital",Individual House,4349.81685
14500000,"Nirvana Country, Gurgaon, Delhi NCR",2050,28.407882,77.060044,3,3,,,Resale,2,Unfurnished,,,Flat,7073.170732
12500000,"Sector 45, Gurgaon, Delhi NCR",1650,28.4446575,77.0670365,3,3,2,Ready to Move,New Property,,Furnished,,,Individual House,7575.757576
7500000,"Q 086., Sector 143, Noida, Delhi NCR",1495,28.502597,77.428742,3,2,3,Ready to Move,Resale,,,,,Flat,5016.722408
12000000,"Sector 79, Noida, Delhi NCR",1730,28.56458645,77.39876351,3,3,2,Ready to Move,Resale,,,,,Flat,6936.416185
5500000,"neqr arjungarh metro station, Aya Nagar, New Delhi - South, Delhi NCR",1100,28.47069168,77.12744904,3,3,1,Ready to Move,Resale,,Unfurnished,,,Flat,5000
4300000,"Shalimar garden extension Ghaziabad, Shalimar Garden Extension 2, Ghaziabad, Delhi NCR",1250,28.6356144,77.43213654,3,2,1,Ready to Move,Resale,1,Furnished,,Ekta park,Individual House,3440
4800000,"Phase 2, Industrial Area, Sector 62, Noida, Uttar Pradesh, Sector 62, Noida, Delhi NCR",1050,28.61602986,77.37121442,2,2,2,Ready to Move,Resale,1,,,Near by Fortis hospital sector 62 Noida,Individual House,4571.428571
15000000,"Mayur Vihar 1, New Delhi - East, Delhi NCR",1350,28.61130125,77.28889165,3,3,2,Ready to Move,Resale,1,,,"Metro, Ahlcon Public School",Flat,11111.11111
13000000,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",2275,28.51183419,77.41127367,4,4,4,Ready to Move,New Property,1,,2,,Flat,5714.285714
6500000,"Sikka Karnam Greens sector 143B Noida, Sector 143 B, Noida, Delhi NCR",1150,28.495486,77.25219,2,3,3,Ready to Move,Resale,1,,4,Near by Logix blossom greens sector 143 Noida,Flat,5652.173913
15000000,"D block, Ardee City, Ardee City, Gurgaon, Delhi NCR",2250,28.44207,77.075517,4,4,2,Ready to Move,Resale,2,,1,"Ardee Mall, Artemis hospital, Huda city center.",Flat,6666.666667
3150000,"Bhopura Ghaziabad, Bhopura, Ghaziabad, Delhi NCR",1050,28.72645304,77.33733853,2,2,2,Ready to Move,Resale,,,,Hindon airport,Flat,3000
12500000,"A1701., Sector 92, Gurgaon, Delhi NCR",2120,28.4096109,76.9141943,3,3,3,Ready to Move,Resale,,Unfurnished,,,Flat,5896.226415
4100000,"Greater Noida West, Greater Noida, Delhi NCR",1185,28.597324,77.441425,4,2,,,Resale,,Semi-Furnished,,,Flat,3459.915612
36000000,"House no.17, Block 3, Charmwood Village, Faridabad, Delhi NCR",3700,28.4923586,77.2894914,6,6,4,Ready to Move,Resale,2,Semi-Furnished,,"Commercial centres, hospital, school nearby. quiet and peaceful place.",Flat,9729.72973
5100000,"Sector 107, Gurgaon, Sector 107, Gurgaon, Delhi NCR",1050,28.5054485,76.9718027,3,2,2,Ready to Move,Resale,1,,2,near palam vihar police station,Flat,4857.142857
4500000,"D4/22, vashist park, new delhi, 110046, Vashisth Park, New Delhi - West, Delhi NCR",800,28.63474464,77.0491333,2,2,2,Ready to Move,Resale,,Unfurnished,,Near Nehru academy,Flat,5625
13400000,"C02 Spaze Privy Sector 72 Gurgaon, Sector 72, Gurgaon, Delhi NCR",1755,28.41011314,77.0334305,2,3,2,Ready to Move,Resale,2,,2,Near By Omaxe Mall,Flat,7635.327635
11000000,"House No 298 Sec 7A Faridabad, Sector 7A, Faridabad, Delhi NCR",1800,28.34584618,77.32615662,4,2,1,Ready to Move,Resale,2,Semi-Furnished,,Near by Wadhwa Nursing Home,Flat,6111.111111
5250000,"Sultanpur, Sector 128, Noida, Uttar Pradesh 201304, Sector 129, Noida, Delhi NCR",1535,28.524543,77.364765,3,3,2,Ready to Move,Resale,1,,4,,Flat,3420.19544
14500000,"Sector 104, Gurgaon, Sector 104, Gurgaon, Delhi NCR",2324,28.48438996,77.00030461,4,5,4,Ready to Move,Resale,,,,dwarka- Gurgaon Express Highway,Flat,6239.242685
3200000,"Najafgarh, New Delhi - West, Delhi NCR",750,28.68643951,77.29956818,2,2,1,Ready to Move,Resale,1,Unfurnished,,nearby,Flat,4266.666667
9600000,"paras dews  sector106on dwarka expressway gurgaon, Sector 106, Gurgaon, Delhi NCR",1760,28.499602,76.999946,3,4,3,Ready to Move,Resale,2,,1,near gurugram railway station,Flat,5454.545455
10000000,"Sector 89, Gurgaon, Sector 89, Gurgaon, Delhi NCR",1765,28.424505,76.9418971,3,3,3,Ready to Move,Resale,,,,near hero honda chowk,Flat,5665.72238
4850000,"Sainik Nagar, New Delhi - West, Delhi NCR",1090,28.63474655,77.0491333,3,2,2,Ready to Move,Resale,,Unfurnished,,Near Lucky store,Flat,4449.541284
8500000,"Techzone IV Greater NoidaWest, Greater Noida, Delhi NCR",1695,28.59957314,77.45030212,3,4,5,Ready to Move,Resale,1,Semi-Furnished,3,ik murti goalchakkar,Flat,5014.749263
9800000,"Sector 70, Gurgaon, Sector 70, Gurgaon, Delhi NCR",1437,28.39568075,77.02979199,3,3,1,Ready to Move,Resale,,,,,Flat,6819.763396
6500000,"Supertech eccociti Sector 137Noida, Sector 137, Noida, Delhi NCR",1295,28.51183419,77.41127367,3,2,3,Ready to Move,Resale,1,,2,Near by Felix hospital Sector 137 Noida,Individual House,5019.305019
6700000,"Ajnara Daffodil Sector 137 Noida, Sector 137, Noida, Delhi NCR",1277,28.508273,77.40897616,2,2,3,Ready to Move,Resale,1,,3,Near by Sector 137 Metero Station Sector 237 Noida,Flat,5246.671887
11000000,"Sector 48, Gurgaon, Sector 48, Gurgaon, Delhi NCR",1500,28.41963169,77.1051974,3,3,2,,Resale,1,Semi-Furnished,1,,Individual House,7333.333333
6000000,"West Vinod Nagar, New Delhi - East, Delhi NCR",950,28.62456322,77.30006409,2,2,1,Ready to Move,Resale,,Furnished,,,Flat,6315.789474
18000000,"Flat no. 801 in block D2B at 8th Floor in Pocket 2 Sector 18 B Dwarka Phase -2, New Delhi, Delhi NCR",2200,28.63474083,77.0491333,3,2,4,Ready to Move,Resale,,Unfurnished,2,Near Sec 12 Metro Station,Individual House,8181.818182
8000000,"Awho gurjinder vihar., Chi 2, Greater Noida, Delhi NCR",2000,28.4422095,77.5103249,3,3,,Ready to Move,Resale,1,Unfurnished,,,Flat,4000
7500000,"REHAZA VEDANTHA SEC 108 Gurgaon, Sector 108, Gurgaon, Delhi NCR",1408,28.512136,76.986899,2,2,2,Ready to Move,Resale,1,,2,Near euro international school,Individual House,5326.704545
4100000,"Greater Noida West, Greater Noida, Delhi NCR",1035,28.603156,77.450278,2,2,1,Ready to Move,Resale,,,,,Flat,3961.352657
4490000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1135,28.644056,77.393639,2,2,4,Ready to Move,Resale,,,,near by DPS school,Flat,3955.947137
11000000,"H0805, Raheja Atharva, Sec-109, Dwarka Expressway Gurugram, Dwarka Expressway, Gurgaon, Delhi NCR",1954,28.49745941,77.02709198,3,3,4,Ready to Move,New Property,2,Semi-Furnished,2,near,Flat,5629.477994
7000000,"GH - 03C, Sector 144, Noida, Uttar Pradesh 201306, Sector 144, Noida, Delhi NCR",1355,28.496607,77.439827,3,2,3,,Resale,124,Unfurnished,2,The property is 10 mins walk from sector 143 metro station.,Flat,5166.051661
8000000,"Mahagun Moderne Sector 78 Noida, Sector 78, Noida, Delhi NCR",1290,28.562957,77.38698789,2,2,3,Ready to Move,Resale,,,,Near by Antriksh Golf view sector 78 Noida,Individual House,6201.550388
4000000,"G T Road, Ghaziabad, Delhi NCR",1200,28.6761798,77.39628201,2,2,,Ready to Move,Resale,,,,,Flat,3333.333333
6500000,"T1/705., Sector 150, Noida, Delhi NCR",1100,28.420393,77.483477,2,2,2,Ready to Move,Resale,1,,2,,Flat,5909.090909
5000000,"Sector 137, Noida, Delhi NCR",1285,28.505584,77.410762,3,2,3,Ready to Move,Resale,,,,,Flat,3891.050584
6300000,"NH 58 -Ghaziabad, NH 58, Ghaziabad, Delhi NCR",1444,28.698376,77.426802,3,2,3,Ready to Move,Resale,,,1,Raj Kumar Goel College,Flat,4362.880886
6500000,"omicorn 3, Omicron, Greater Noida, Delhi NCR",1875,28.4751606,77.55141449,3,3,2,Ready to Move,Resale,,,,,Flat,3466.666667
14500000,"Hari Nagar, New Delhi - West, Delhi NCR",1500,28.61970138,77.11162213,3,2,2,Ready to Move,Resale,2,,,Near Dewan Sweets & DMS Colony,Flat,9666.666667
9800000,"Sunworld vanalika Sector 107Noida, Sector 107, Noida, Delhi NCR",1730,28.55000582,77.37582016,3,3,3,Ready to Move,Resale,1,,2,Near by Great Value Sharanam Sector 107 Noida,Individual House,5664.739884
7500000,"Crossings Republik, Ghaziabad, Delhi NCR",1690,28.62601594,77.43588182,3,3,3,Ready to Move,Resale,,,,,Flat,4437.869822
9000000,"Sector 75, Noida, Delhi NCR",2250,28.574226,77.379658,4,4,4,Ready to Move,Resale,,,,,Flat,4000
7930000,"Sector 77, Noida, Delhi NCR",1385,28.57153784,77.38962228,3,3,,Ready to Move,Resale,,,,,Flat,5725.631769
12800000,"Sector 77, Gurgaon, Delhi NCR",2025,28.387227,76.980183,3,3,,Ready to Move,Resale,,,,,Flat,6320.987654
6000000,"Chudi wali gali mandir wali gali near metro pillar 215., Ranjeet Nagar, New Delhi - West, Delhi NCR",775,28.7428112,77.13806915,3,2,1,Ready to Move,Resale,,Furnished,,Shaadipur metro station.,Flat,7741.935484
14500000,"Kabirdas Marg, Rohit Kunj, Shakurpur Village, Pitam Pura, Delhi, 110034, Pitampura, New Delhi - West, Delhi NCR",1400,28.69016116,77.14072438,3,2,2,Ready to Move,Resale,1,,,Near Netaji subas metro station,Flat,10357.14286
8200000,"Bestech Parkview Ananda Sector 81, grugaon, Sector 81, Gurgaon, Delhi NCR",1360,28.39124238,76.9528535,2,2,,Ready to Move,Resale,787,,,,Flat,6029.411765
14000000,"236, GF & FF, Krishna Nagar, Ram Nagar, Delhi 110051, Krishna Nagar Block H, New Delhi - East, Delhi NCR",2050,28.6572035,77.2843935,4,3,1,Ready to Move,Resale,1,Semi-Furnished,0,"Near Anandpur Trust, Krishna Nagar.",Flat,6829.268293
4900000,"D3-203A, 3rd floor back side, Mahavir Enclave, New Delhi - Dwarka, Delhi NCR",700,28.63486099,77.04925537,2,2,1,Ready to Move,Resale,,Unfurnished,,Near Raj mandir,Flat,7000
4400000,"Sector 3 Rajendra Nagar, Ghaziabad, Delhi NCR",1150,28.68898201,77.36444855,3,2,2,Ready to Move,Resale,,Unfurnished,,,Flat,3826.086957
14500000,"2021 Sector 28, Mathura Road, Faridabad, Delhi NCR",2860,28.433361,77.309171,4,4,2,,Resale,3,Furnished,1,Near Badkal Metro Station And RP Hospital,Flat,5069.93007
3000000,"Greater Noida West, Noida, Delhi NCR",899,28.605958,77.444512,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,3337.041157
3900000,"Raj Nagar Extension Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",976,28.7040534,77.4373305,2,2,2,Ready to Move,Resale,,,2,HP petrol pump,Flat,3995.901639
11500000,"Sector 107, Noida, Sector 107, Noida, Delhi NCR",1647,28.54291259,77.37203149,3,3,3,Ready to Move,Resale,2,,2,,Flat,6982.392228
5800000,"Sector 16 Rohini, New Delhi - Rohini, Delhi NCR",700,28.7383728,77.12914276,2,2,2,Ready to Move,Resale,1,Furnished,,Near bansal bhawan...................................................................,Flat,8285.714286
16000000,"Sector 56, Gurgaon, Delhi NCR",2200,28.42815193,77.10088933,3,2,,Ready to Move,Resale,,,,,Flat,7272.727273
10000000,"Sushant Lok 1, Gurgaon, Delhi NCR",994,28.454191,77.0837996,2,2,,Ready to Move,Resale,,Unfurnished,,,Individual House,10060.36217
8000000,"Chi 4, Greater Noida, Chi 4, Greater Noida, Delhi NCR",1710,28.43294945,77.517838,3,3,3,Ready to Move,Resale,2,,2,Property is close to Hotel Radisson Blue and only 3kms from Pari Chowk,Flat,4678.362573
14000000,"Mayur Vihar 1, New Delhi - East, Delhi NCR",1400,28.6053661,77.2954371,3,3,,Ready to Move,Resale,1,Semi-Furnished,,"The property is close to Banks, Market, Park, Metro Station.",Flat,10000
8000000,"Niti khand 1, Indirapuram, Ghaziabad, Delhi NCR",1300,28.6493479,77.3696259,3,2,1,Ready to Move,New Property,1,Semi-Furnished,1,Near-Market,Flat,6153.846154
5910000,"Sector 88, Faridabad, Delhi NCR",1500,28.421008,77.3559275,3,3,,Ready to Move,Resale,,Furnished,,,Flat,3940
3500000,"Palm Residency, Sector-75 Faridabad, Sector 75, Faridabad, Delhi NCR",1240,28.37161658,77.35101791,2,2,2,Ready to Move,Resale,1,,2,"Amma Hospital, BPTP Residential Projects.",Flat,2822.580645
11200000,"Antriksh Forest Sector  77 Noida, Sector 77, Noida, Delhi NCR",1870,28.5680204,77.3890864,3,4,3,Ready to Move,Resale,,,3,Near by Supertech Capetown Noida,Flat,5989.304813
8600000,"Sector 70 Gurgaon, Sector 70, Gurgaon, Delhi NCR",1137,28.39568075,77.02979199,3,2,2,Ready to Move,Resale,2,,2,Near By Vatika Chowk,Individual House,7563.764292
13600000,"DDA SEC19B DWARKA NEW DELHI, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",1400,28.5769715,77.0477254,2,2,2,Ready to Move,Resale,2,,2,near venkateshwar hospital,Flat,9714.285714
22000000,"B-23., Shivalik Colony, New Delhi - South, Delhi NCR",1800,28.53441811,77.2081604,3,3,2,Ready to Move,Resale,1,Semi-Furnished,,Near Malviya Nagar Market,Flat,12222.22222
11000000,"Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",2200,28.63340569,77.43122101,3,4,3,Ready to Move,Resale,2,Semi-Furnished,,.Indirapuram Habitat Centre,Flat,5000
8000000,"Sector 37C, Gurgaon, Sector 37C, Gurgaon, Delhi NCR",1847,28.44926,76.98476024,4,3,3,Ready to Move,Resale,1,,2,,Flat,4331.348132
9500000,"Sector 137, Noida, Delhi NCR",1758,28.509118,77.413416,3,3,3,Ready to Move,Resale,92,,2,"within 2 Km radius - hospital, malls, schools, office, parks",Flat,5403.868032
5550000,"Sector 36, Gurgaon, Delhi NCR",1081,28.4183197,76.98768616,3,3,,,Resale,,Unfurnished,,,Flat,5134.13506
2800000,"Gurgaon, Dharam Colony Block E, Gurgaon, Delhi NCR",720,28.50288773,77.03587341,2,2,1,Ready to Move,Resale,,Semi-Furnished,,,Flat,3888.888889
5500000,"416 Shaktikhand 4 ground floor, Indirapuram, Ghaziabad, Delhi NCR, Indirapuram, Ghaziabad, Delhi NCR",1100,28.6493479,77.3696259,3,2,2,Ready to Move,Resale,1,Semi-Furnished,,Near by one Mall,Flat,5000
14400000,"I86 Sector 41, Sector 41, Noida, Delhi NCR",2500,28.5890255,77.32013702,6,4,1,Ready to Move,Resale,4,Unfurnished,,Near by Noida City Centre metro station Noida,Flat,5760
5500000,"Tuntex Tower, Sector 86, Faridabad, Delhi NCR",1575,28.40436848,77.33607703,3,3,3,Ready to Move,Resale,1,,1,,Flat,3492.063492
8000000,"Panchachuli Apartments, Sector 61, Noida, Uttar Pradesh, Sector 61, Noida, Delhi NCR",1365,28.59646905,77.367227,3,2,2,Ready to Move,Resale,1,,2,Near by Shopix Mall,Individual House,5860.805861
17600000,"PH 3 OC15 orange county ahinsa khand 1 Indirapuram, Indirapuram, Ghaziabad, Delhi NCR",2511,28.64191287,77.36142737,4,3,2,Ready to Move,Resale,,,,aditya mall,Flat,7009.159697
3500000,"Nt 10west uttam nagar, Uttam Nagar, New Delhi - West, Delhi NCR",810,28.63477325,77.04914093,3,2,1,Ready to Move,Resale,,Unfurnished,,Near Gopal Dairy,Flat,4320.987654
5660000,"9., Sector 143 B, Noida, Delhi NCR",1300,28.4959545,77.4233,3,3,3,,New Property,1,Semi-Furnished,4,Walking Distance from Sector 143 Metro Station,Individual House,4353.846154
12000000,"Sector 104, Gurgaon, Delhi NCR",1550,28.482277,76.99199526,2,2,,Ready to Move,New Property,1,Semi-Furnished,2,,Flat,7741.935484
35500000,"Sector 150, Noida, Sector 150, Noida, Delhi NCR",4600,28.561989,77.39837,6,3,3,Ready to Move,Resale,2,,,Metro station is just 10 minsPrimary School 7.6 km,Flat,7717.391304
3770000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1055,28.656401,77.405491,2,2,,Under Construction,New Property,1,,3,,Flat,3573.459716
9860000,"Sector 107, Noida, Delhi NCR",1730,28.55000582,77.37582016,3,3,,Ready to Move,New Property,1,,2,,Flat,5699.421965
19200000,"Sector 109, Gurgaon, Delhi NCR",2630,28.51083403,77.003159,4,4,,Ready to Move,New Property,1,,2,,Individual House,7300.380228
8020000,"Vaishali, Ghaziabad, Delhi NCR",1515,28.645769,77.38511,3,3,5,Ready to Move,New Property,,,,,Individual House,5293.729373
6870000,"Sector 150, Noida, Delhi NCR",1404,28.417942,77.487508,3,3,,Under Construction,New Property,,,2,,Flat,4893.162393
8900000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1895,28.65662,77.4048,3,3,,Under Construction,New Property,1,,2,,Flat,4696.569921
16000000,"Sector 90, Gurgaon, Delhi NCR",2200,28.407361,76.93426176,4,4,,Ready to Move,New Property,1,Unfurnished,2,,Flat,7272.727273
38500000,"Sector 81, Gurgaon, Delhi NCR",4486,28.3884743,76.9470835,4,4,4,Ready to Move,Resale,,Unfurnished,,,Flat,8582.255907
8500000,"Indirapuram, Ghaziabad, Delhi NCR",1080,28.6493479,77.3696259,2,2,,Ready to Move,New Property,1,Semi-Furnished,,,Individual House,7870.37037
15900000,"Indirapuram, Ghaziabad, Delhi NCR",2190,28.6493479,77.3696259,3,3,,,New Property,2,Unfurnished,,,Flat,7260.273973
37500000,"Sector 81, Gurgaon, Delhi NCR",5840,28.3884743,76.9470835,5,5,4,Ready to Move,New Property,2,Unfurnished,,,Flat,6421.232877
8230000,"Chi 5, Greater Noida, Delhi NCR",1725,28.43019427,77.50613308,3,3,,Ready to Move,New Property,,,2,,Flat,4771.014493
3650000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",770,28.6390982,77.412377,2,2,,Ready to Move,New Property,1,Unfurnished,3,,Flat,4740.25974
33900000,"Sector 78, Noida, Delhi NCR",3775,28.56275245,77.38241708,5,4,,Ready to Move,New Property,,Semi-Furnished,,,Flat,8980.13245
22800000,"Sector 99, Gurgaon, Delhi NCR",2750,28.40178968,77.04549474,3,5,,Under Construction,New Property,,,2,,Individual House,8290.909091
35000000,"Sector 121, Noida, Delhi NCR",4455,28.603194,77.402604,4,5,,Under Construction,New Property,,,2,,Flat,7856.34119
31500000,"Sector 81, Gurgaon, Delhi NCR",4200,28.39284,76.951139,4,5,,Ready to Move,New Property,,Furnished,,,Flat,7500
20000000,"Suraj Kund, Faridabad, Delhi NCR",2685,28.469312,77.293483,3,3,,Ready to Move,New Property,1,,2,,Individual House,7448.789572
12900000,"Sector 108, Gurgaon, Delhi NCR",2003,28.513929,76.988788,3,3,,Ready to Move,New Property,,Semi-Furnished,,,Flat,6440.339491
8690000,"Vasundhara sector 15 ghaziabad., Sector 15 Vasundhara, Ghaziabad, Delhi NCR",1725,28.6524441,77.3605216,4,3,2,Ready to Move,New Property,1,Semi-Furnished,0,Near by sai mandir.,Flat,5037.681159
5500000,"NH 24, Ghaziabad, Delhi NCR",1250,28.638572,77.4308515,4,3,,,Resale,,Unfurnished,,,Flat,4400
3300000,"Sector 2, Greater Noida, Delhi NCR",855,28.5814311,77.4528192,2,2,,Ready to Move,Resale,,,,,Flat,3859.649123
35000000,"dlf phase  2, DLF City Phase 2, Gurgaon, Delhi NCR",3600,28.48360443,77.08733368,4,4,2,Ready to Move,Resale,5,Semi-Furnished,1,Near sikenderpur metro station,Flat,9722.222222
