price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,Price_sqft
14000000,"Sector 86, Gurgaon, Delhi NCR, Sector 86, Gurgaon, Delhi NCR",2285,28.394315,76.945417,3,3,4,Ready to Move,New Property,,,3,nearby st. Xavier school,Individual House,6126.914661
3800000,"Omicron 3, Greater Noida, Omicron 3, Greater Noida, Delhi NCR",1164,28.47722356,77.55106462,2,2,3,Ready to Move,Resale,2,,2,this is good location,Flat,3264.604811
5300000,"Noida Extension, Noida, Noida Extension Block C, Noida, Delhi NCR",1300,28.620301,77.422387,3,2,2,Ready to Move,Resale,2,,2,"Gaur city mall ,    gaur international school, noida ,.",Individual House,4076.923077
4800000,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",973,28.508273,77.40897616,2,2,2,Ready to Move,Resale,1,,3,Near Metro station sector 137,Flat,4933.1963
4090000,"Sector 80, Faridabad, Sector 80, Faridabad, Delhi NCR",1120,28.3751182,77.34874476,2,2,3,Ready to Move,Resale,1,,2,Nearby Dps Chowk,Flat,3651.785714
11200000,"Sector 79, Noida, Sector 79, Noida, Delhi NCR",2335,28.563031,77.394037,4,4,4,Ready to Move,New Property,,,,call for site visit and more details.,Flat,4796.573876
4100000,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1150,28.605958,77.444512,2,2,3,,New Property,,Semi-Furnished,,Hanuman Mandir,Flat,3565.217391
9100000,"Sector 82, Faridabad, Sector 82, Faridabad, Delhi NCR",2140,28.3998257,77.353173,3,3,3,Ready to Move,Resale,1,,2,st. merry school,Flat,4252.336449
12500000,"New Delhi, Lajpat Nagar 1, New Delhi - South, Delhi NCR",900,28.57574654,77.24215698,2,2,2,Ready to Move,Resale,,Unfurnished,,near mcd office Lajpat Nagar 1,Flat,13888.88889
4500000,"Sector 1, Greater Noida, Delhi NCR",1272,28.5661101,77.4406099,2,2,4,Ready to Move,New Property,1,,3,"Yatharth hospital , dps school.",Flat,3537.735849
4200000,"Aggarwal associates., Sector 91, Faridabad, Delhi NCR",1150,28.4768564,77.333194,3,2,2,Ready to Move,New Property,1,Semi-Furnished,0,Near shivalik hospital and good connectivity from badarpur.,Flat,3652.173913
4250000,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1120,28.602425,77.465398,2,2,1,,Resale,,Semi-Furnished,,opposite punjab national bank,Flat,3794.642857
9000000,"Sector 86, Gurgaon, Sector 86, Gurgaon, Delhi NCR",1930,28.40118,76.939287,3,3,3,Ready to Move,Resale,1,,,Near by NH-8,Flat,4663.212435
30000000,"C2 Block Sushant lok 1, Sushant Lok 1 Block C, Gurgaon, Delhi NCR",3000,28.454517,77.081868,4,5,3,Ready to Move,New Property,3,Semi-Furnished,1,,Individual House,10000
2710000,"Sector 90, Gurgaon, Sector 90, Gurgaon, Delhi NCR",526,28.405868,76.929915,2,2,1,Ready to Move,New Property,1,,3,The Green Court is a one place that perfectly complements your modern,Flat,5152.091255
35000000,"Oppt Golf Course, Sector 40, Noida, Delhi NCR",3300,28.5659175,77.353963,5,5,5,Ready to Move,Resale,6,Semi-Furnished,,Oppt Golf course,Flat,10606.06061
13000000,"Plot, Street Number 6, Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",1400,28.599275,77.32097617,3,2,1,Ready to Move,Resale,2,,2,nearby Chilla sports complex,Flat,9285.714286
9500000,"rama krishna app ip extension, Indraprastha Extension, New Delhi - East, Delhi NCR",1050,28.6342651,77.29852838,2,2,2,Ready to Move,Resale,1,,0,near Saint Andrews School and Madhu Vihar market,Flat,9047.619048
13000000,"New Delhi, Derawal Nagar, New Delhi - North, Delhi NCR",1200,28.69846153,77.18943787,3,2,1,Ready to Move,Resale,,Unfurnished,,,Flat,10833.33333
10000000,"Gurgaon, Sector 102, Gurgaon, Delhi NCR",1650,28.47631073,76.97161102,3,3,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,6060.606061
30000000,"Vikaspuri, New Delhi - 110018, Vikaspuri Block G, New Delhi - West, Delhi NCR",2200,28.6412839,77.0750646,3,2,1,Ready to Move,New Property,2,Semi-Furnished,1,"K.R. Mangalam school, PVR complex, Axis bank and all other major branc",Flat,13636.36364
27000000,"Sector 67, Gurgaon, Golf course Extension Road, Gurgaon, Delhi NCR",3297,28.389663,77.05935,4,4,5,Ready to Move,Resale,2,,2,"Golf course road,delhi-faridabad road,delhi metro,nh-8,dps school,.",Flat,8189.262966
16000000,"232., Sushant Lok 1 Block C, Gurgaon, Delhi NCR",3000,28.454517,77.081868,10,10,3,Ready to Move,Resale,4,Furnished,,"near gold souk mll,near hudda city metro station",Individual House,5333.333333
5650000,"gate 1, Sector 74, Noida, Delhi NCR",1295,28.574637,77.388803,3,2,4,Ready to Move,New Property,,,,,Flat,4362.934363
6600000,"Indirapuram, Ghaziabad, Vaibhav Khand, Ghaziabad, Delhi NCR",1080,28.63527193,77.37039464,2,2,3,Ready to Move,Resale,1,,3,shipra mall indirapuram,Flat,6111.111111
17300000,"Golf course Extension Road, Gurgaon, Sector 65, Gurgaon, Delhi NCR",1975,28.397952,77.069057,4,4,3,Ready to Move,Resale,1,,1,WORLD MART-20 mtrM3M URBANA - 500 MtrsTRUMP TOWER-100 Mtrs,Individual House,8759.493671
18000000,"Kalkaji, New Delhi - South, Delhi NCR",1800,28.54366493,77.25489807,3,3,2,Ready to Move,Resale,,Unfurnished,,,Flat,10000
12500000,"Sector 37, Noida, Sector 37, Noida, Delhi NCR",2000,28.566336,77.343945,3,3,2,Ready to Move,Resale,3,,0,near botanical garden metro station,Flat,6250
70000000,"Sector 50, Noida, Sector 50 Block D, Noida, Delhi NCR",9500,28.575725,77.376801,5,6,6,Ready to Move,Resale,4,,3,lose to metro station & sector 50 market,Flat,7368.421053
3500000,"Greater Noida West, Greater Noida, Eta 2, Greater Noida, Delhi NCR",995,28.49544,77.536555,3,2,1,,Resale,,Unfurnished,,Gnida.,Flat,3517.58794
17000000,"South City 1, Gurgaon, South City 1 Block C, Gurgaon, Delhi NCR",1679,28.461485,77.065129,2,2,2,Ready to Move,Resale,2,,2,"Near By Huda Metro Station and sec 29 Market and NH8, Airport",Flat,10125.07445
8500000,"Sector 49, Gurgaon, Delhi NCR",1145,28.413677,77.05175,2,2,1,Ready to Move,Resale,1,,0,Sohna Road,Flat,7423.580786
4200000,"logix blossom zest, Sector 137, Noida, Delhi NCR",890,28.51183419,77.41127367,2,2,3,Ready to Move,Resale,,,,KPMG sec.142 noida,Flat,4719.101124
10000000,"Indirapuram, Ghaziabad, Delhi NCR",1556,28.63665908,77.36298755,3,4,4,Ready to Move,Resale,,,,,Flat,6426.735219
4200000,"Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",810,28.59803581,77.07652283,3,2,1,Ready to Move,New Property,1,Semi-Furnished,0,,Flat,5185.185185
4800000,"Sainik Colony, Faridabad, Delhi NCR",1180,28.39802742,77.27522278,3,2,2,,New Property,,Unfurnished,,,Flat,4067.79661
14500000,"5th floor mod CGHS, Vasundhara Enclave, New Delhi - East, Delhi NCR",1800,28.59833071,77.31937359,4,4,1,Ready to Move,Resale,1,,2,property is close to new ashok nagar metro station,Individual House,8055.555556
9000000,"Shree vardhman flora sector 90 Gurgaon, Sector 90, Gurgaon, Delhi NCR",1875,28.409813,76.932664,3,3,3,Ready to Move,Resale,2,,2,Ad joint of Dlf Altima,Individual House,4800
27500000,"55., Paschim Vihar, New Delhi - West, Delhi NCR",2400,28.6677244,77.0979515,4,4,2,Ready to Move,New Property,3,Semi-Furnished,1,Near by Redison blu,Individual House,11458.33333
17000000,"Sector-9 Rohini New Delhi Pin Code-110085, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",1350,28.71492204,77.13060151,3,3,2,Ready to Move,Resale,1,,0,Rohini metro station.,Individual House,12592.59259
11000000,"Nirvana Country, Gurgaon, Nirvana country Pocket H, Gurgaon, Delhi NCR",1660,28.414627,77.060127,3,3,3,Ready to Move,Resale,1,,2,Nirvana country.,Individual House,6626.506024
2650000,"Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1050,28.6900486,77.3405361,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,,Flat,2523.809524
8500000,"2178 sector 64 c, Sector 64, Faridabad, Delhi NCR",1300,28.3241995,77.339937,3,4,2,Ready to Move,New Property,1,Semi-Furnished,1,near IMT chock,Flat,6538.461538
16600000,"Sector 52, Gurgaon, Sector 52, Gurgaon, Delhi NCR",2700,28.4354498,77.089998,4,4,4,Ready to Move,Resale,3,,2,golf course road,Flat,6148.148148
4380000,"Greater Noida West, Greater Noida, Delhi NCR",1152,28.601084,77.446934,3,2,3,,New Property,1,Unfurnished,6,The is close to the metro station &  has a reputed schools,Flat,3802.083333
3750000,"Sector 6 Vaishali, Ghaziabad, Delhi NCR",950,28.649993,77.351374,2,2,1,Ready to Move,Resale,1,,0,near judge colony,Flat,3947.368421
3500000,"Sector 75, Faridabad, Sector 75, Faridabad, Delhi NCR",1160,28.39024769,77.30713601,3,2,2,Ready to Move,Resale,1,,0,"Close to Golden Gate, Neharpar, sector 8 and D Mart Comm. Complex",Flat,3017.241379
7500000,"Sector 128, Noida, Delhi NCR",1240,28.5218847,77.354842,2,3,,Ready to Move,New Property,1,,2,,Flat,6048.387097
21500000,"Na., DLF City Phase 3, Gurgaon, Delhi NCR",2400,28.49410629,77.10335541,4,4,2,Ready to Move,New Property,,Semi-Furnished,,DLF Ph 3,Flat,8958.333333
9000000,"Chi 4, Greater Noida, Chi 4, Greater Noida, Delhi NCR",2000,28.43294945,77.517838,3,3,3,Ready to Move,Resale,2,,2,"this is good location , very close to yamuna expressway ,",Individual House,4500
7200000,"A-4/ Builder floor, Paschim Vihar, New Delhi - West, Delhi NCR",800,28.66772461,77.0979538,2,2,2,Ready to Move,New Property,,Semi-Furnished,,,Flat,9000
5300000,"Sector 82, Noida, Vivek Vihar, Noida, Delhi NCR",940,28.52810434,77.38901,2,2,2,Ready to Move,Resale,,,2,residential flat for sale in awho vivek vihar sector 82 noida,Flat,5638.297872
17500000,"Patparganj, Indraprastha Extension, New Delhi - East, Delhi NCR",1700,28.62867165,77.30213165,3,3,2,Ready to Move,Resale,2,Semi-Furnished,2,near balco market,Individual House,10294.11765
15000000,"Aradhya homes sector 67a gurgaon., Sector 67A, Gurgaon, Delhi NCR",2200,28.3866,77.06058,4,4,2,Ready to Move,New Property,2,,2,On golf course extension road  sector 67 gurgaon.,Individual House,6818.181818
45000000,"main street, Sector 21A, Faridabad, Delhi NCR",4500,28.42334938,77.29994965,5,6,3,Ready to Move,Resale,,Semi-Furnished,,near market,Flat,10000
47500000,"S Block, First Floor, GK I, New Delhi - South, Delhi NCR",2700,28.55557632,77.23369598,4,4,3,Ready to Move,Resale,3,Semi-Furnished,1,"Close to school, market and hospital etc",Flat,17592.59259
3500000,"D. Block, Pandav Nagar, New Delhi - East, Delhi NCR",700,28.6109333,77.27391815,2,2,1,Ready to Move,Resale,,Unfurnished,,mother Deiry,Individual House,5000
15500000,"Sector 49, Gurgaon, Sector 49, Gurgaon, Delhi NCR",2016,28.415887,77.04265128,4,3,6,Ready to Move,Resale,1,,2,"Radisson Hotel, Sohna Road",Flat,7688.492063
4070000,"Crossings Republik, Ghaziabad, Delhi NCR",1344,28.62920533,77.44256814,2,2,,Under Construction,New Property,,,3,,Flat,3028.27381
4400000,"Gaur city 2, Noida Extension, Noida, Delhi NCR",1175,28.61984203,77.42532135,2,2,3,Ready to Move,Resale,,,,Gaur city 2,Flat,3744.680851
17500000,"sector 24 Rohni, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1450,28.72975731,77.08778381,3,3,1,Ready to Move,New Property,,Semi-Furnished,,Rithala metro,Flat,12068.96552
3000000,"near dilshaad garden metro, sahibabad, gzb, Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",850,28.6916041,77.34580994,2,2,1,Ready to Move,Resale,2,,0,"near main market, bank, atm etc.",Flat,3529.411765
3440000,"Gaur city-01, Greater  Noida west, Noida Extension, Noida, Delhi NCR",905,28.61464196,77.42677578,2,2,3,Ready to Move,Resale,1,,2,Near Gaur Chowk and upcoming metro Station,Flat,3801.104972
2660000,"Sector 4 Sohna, Sector 4 Sohna, Gurgaon, Delhi NCR",900,28.264566,77.088007,3,2,1,Ready to Move,New Property,1,,2,near to this GDG world school and university and KR manglam university,Individual House,2955.555556
9500000,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1480,28.63527193,77.37039464,3,2,3,Ready to Move,New Property,,,,,Flat,6418.918919
5800000,"Sector 23 Rohini, New Delhi - Rohini, Delhi NCR",800,28.72089386,77.08010864,3,2,1,Ready to Move,New Property,,Semi-Furnished,,,Flat,7250
33500000,"Sector 63A, Gurgaon, Delhi NCR",2995,28.400444,77.103004,4,6,,Under Construction,New Property,1,,2,,Individual House,11185.30885
14500000,"Na builder floor., Sector 23, Gurgaon, Delhi NCR",2367,28.5097759,77.0535665,3,3,2,Ready to Move,New Property,3,Semi-Furnished,1,"near by market, 24*7 transport connectivity, schools, hospitals, malls",Flat,6125.897761
7000000,"sec 119 noida, Sector 119, Noida, Delhi NCR",1420,28.58625,77.40380734,2,2,3,Ready to Move,Resale,3,,4,millennium school,Individual House,4929.577465
18000000,"kirti nagar, Kirti Nagar, New Delhi - West, Delhi NCR",1600,28.64542198,77.14124298,3,3,2,Ready to Move,Resale,,Semi-Furnished,,haldiram,Flat,11250
14200000,"Sector 67A, Gurgaon, Sector 67A, Gurgaon, Delhi NCR",2700,28.381421,77.064076,4,4,2,Ready to Move,New Property,2,,1,,Flat,5259.259259
10200000,"304., Sector 83, Gurgaon, Delhi NCR",1720,28.395989,76.973879,3,3,3,Ready to Move,Resale,1,,2,"Near NH8, Near Hyat Regency",Flat,5930.232558
15900000,"Dwarka Sector 19, New Delhi, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",1900,28.57145322,77.0448944,3,3,3,Ready to Move,Resale,2,,2,OPG world school sector-19 Dwarka,Flat,8368.421053
4150000,"GH-03, Sector 16, Greater Noida West, Tech Zone, Greater Noida, Delhi NCR",1065,28.400922,77.51969,2,2,3,Ready to Move,Resale,,,,1 Murti gol chakkar,Flat,3896.713615
10400000,"Sector 81, Faridabad, Delhi NCR",1895,28.39095679,77.34327166,3,3,,Ready to Move,New Property,1,Semi-Furnished,3,,Flat,5488.126649
9100000,"Phi 2, Greater Noida, Phi 2, Greater Noida, Delhi NCR",1765,28.47962612,77.53229566,3,3,3,Ready to Move,Resale,2,,2,Near metro walking distence 5 mint near aichher market.,Individual House,5155.807365
5000000,"Sector 12a jawahar nagar near s s jewellers., New Railway Rd, Gurgaon, Delhi NCR",848,28.468373,77.025533,2,2,1,Ready to Move,New Property,1,Unfurnished,2,Proposed metro with in 2km. Near gurgaon main bazar us stand also,Flat,5896.226415
22500000,"Sector 44, Noida, Sector 44 Block B, Noida, Delhi NCR",2318,28.56062653,77.338061,3,3,3,Ready to Move,Resale,2,,2,Botanical Garden Metro Station at walking distance,Individual House,9706.643658
13000000,"double story Ramesh nagar, Ramesh Nagar, New Delhi - West, Delhi NCR",1400,28.64933586,77.13431549,3,3,2,Ready to Move,Resale,,Unfurnished,,sanatan dharmandir,Flat,9285.714286
17500000,"Sector 56, Gurgaon, Delhi NCR",2380,28.42443657,77.0982132,4,5,5,Ready to Move,New Property,,Semi-Furnished,,,Individual House,7352.941176
20500000,"Sector 56, Gurgaon, Delhi NCR",2425,28.4289,77.101182,4,4,4,Ready to Move,Resale,,,,huda market,Flat,8453.608247
9500000,"Sector 56, Gurgaon, Delhi NCR, Devinder Vihar, Gurgaon, Delhi NCR",1500,28.42866,77.09296492,2,2,2,Ready to Move,Resale,1,,2,"The property is near to the Metro station, Scottish High School",Flat,6333.333333
28000000,"Punjabi Bagh extension, Punjabi Bagh Extension, New Delhi - Central, Delhi NCR",2200,28.5975482,77.2183831,3,3,1,,New Property,2,Semi-Furnished,1,club road,Flat,12727.27273
8900000,"66., Lajpat Nagar 1, New Delhi - South, Delhi NCR",1000,28.575746,77.242157,2,2,2,Ready to Move,Resale,2,Semi-Furnished,0,"Moolchand Hospital, Oberoi Hotel",Flat,8900
5500000,"main road ramprastha, Ram Prastha, Ghaziabad, Delhi NCR",1000,28.65949249,77.32472229,2,2,2,Ready to Move,Resale,1,Semi-Furnished,,"D. A. V school, citi center market",Individual House,5500
16000000,"Sector 85, Gurgaon, Sector 85, Gurgaon, Delhi NCR",2150,28.409389,76.951659,3,3,3,,New Property,2,Semi-Furnished,6,"Dlf garden city, vatika city, dwarka expressway.",Individual House,7441.860465
8500000,"Indirapuram, Ghaziabad, Ahinsa Khand 1, Ghaziabad, Delhi NCR",1350,28.64191287,77.36142737,3,2,3,Ready to Move,Resale,1,,2,near by aditya mall in idirapuram,Flat,6296.296296
8700000,"Sector 79, Noida, Delhi NCR",1495,28.564325,77.397109,3,2,,Ready to Move,New Property,,Semi-Furnished,,,Flat,5819.397993
7500000,"Sector 68, Gurgaon, Delhi NCR",1240,28.386791,77.049466,2,2,2,Ready to Move,New Property,,,,,Flat,6048.387097
32500000,"Dlf City Phase 4, Gurgaon, Sector 26, Gurgaon, Delhi NCR",2640,28.46704,77.084845,3,4,3,Ready to Move,Resale,1,,3,DLF Hamilton Court is high rise residential apartment complex located,Flat,12310.60606
9500000,"Charmwood Village, Faridabad, Charmwood Village, Faridabad, Delhi NCR",1283,28.49101358,77.29084783,2,2,2,Ready to Move,Resale,1,,3,In Front Of Supreme Hospital and near To Blue Angels Global School,Flat,7404.520655
9900000,"new Allotment, Vasant Kunj, New Delhi - South, Delhi NCR",1000,28.5378629,77.133056,2,2,2,Ready to Move,New Property,,,,near airport near main Nh-8,Flat,9900
7270000,"Sector 79, Noida, Delhi NCR",1245,28.563031,77.394037,2,2,,Under Construction,New Property,1,,2,,Flat,5839.35743
8500000,"Sector 70A, Gurgaon, Sector 70A, Gurgaon, Delhi NCR",1262,28.384034,77.01669,2,2,2,,New Property,2,Semi-Furnished,3,sec-70A spr road with operational commercial nearby location as well.,Flat,6735.340729
8500000,"G-Block, Garden City, Gurgaon, Delhi NCR",1600,28.404274,76.910524,3,3,3,,New Property,2,Semi-Furnished,1,"Close to NH 8, Dwarka Express, Imt Manesar, Pataudi Road, SPR Road",Flat,5312.5
7200000,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1325,28.436305,77.13605,3,2,2,Ready to Move,Resale,1,,,"Close to market, right on main road,most facilities within the complex",Flat,5433.962264
19000000,"Sector 21C, Faridabad, Delhi NCR",3500,28.4303503,77.2956126,4,4,3,Ready to Move,New Property,,Semi-Furnished,,,Flat,5428.571429
16000000,"Chittaranjan Park, Chittaranjan Park, New Delhi - South, Delhi NCR",1400,28.53787231,77.24923706,3,3,2,Ready to Move,Resale,,Unfurnished,,Market bank hospital school ATM,Flat,11428.57143
3500000,"sector-1  Noida extension Greater Noida West, Noida Extension, Noida, Delhi NCR",1075,28.531915,77.40155,2,2,2,Ready to Move,Resale,1,,2,yatharth hospital,Flat,3255.813953
10800000,"Sector 150, Noida, Sector 150, Noida, Delhi NCR",1750,28.561989,77.39837,3,3,3,Ready to Move,Resale,2,,2,"Near to expressway, Near to market.",Flat,6171.428571
16500000,"Sector 65, Gurgaon, Delhi NCR",1975,28.397952,77.069057,4,4,3,Ready to Move,Resale,1,,1,"Adjacent to Golf Estate, WorldMark , Walking distance from Highway",Flat,8354.43038
10000000,"A block lajpat Nagar 1, Lajpat Nagar 1, New Delhi - South, Delhi NCR",950,28.57574654,77.24215698,2,2,2,Ready to Move,Resale,,Furnished,,,Flat,10526.31579
3500000,"Sector 1, Greater Noida, Sector 1, Greater Noida, Delhi NCR",950,28.5661101,77.4406099,2,2,2,Ready to Move,Resale,,,,yatharth hospital,Individual House,3684.210526
11000000,"ahinsa khand 2, Indirapuram, Ghaziabad, Delhi NCR",2300,28.64481755,77.38203339,4,4,5,Ready to Move,New Property,,,,Dps indrapuram school,Individual House,4782.608696
4000000,"Omicron 3, Greater Noida, Omicron 3, Greater Noida, Delhi NCR",1164,28.47722356,77.55106462,2,2,2,Ready to Move,Resale,1,,2,Pari Chowk,Flat,3436.426117
6200000,"palam vihar, Ansal Plaza, Gurgaon, Delhi NCR",590,28.512962,77.0413523,2,3,1,Ready to Move,Resale,3,,,the property close to the hospital near by market palam vihar ext.....,Flat,10508.47458
8500000,"Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",960,28.5769715,77.0477254,2,2,3,Ready to Move,Resale,2,Semi-Furnished,,Dwarka sector 10 metro station,Flat,8854.166667
4050000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1040,28.70217,77.430308,2,2,2,Ready to Move,New Property,,,,,Flat,3894.230769
9300000,"Sector 70A, Gurgaon, Sector 70A, Gurgaon, Delhi NCR",1262,28.384034,77.01669,2,2,2,,New Property,3,Furnished,4,Well connected to NH 8 and Golf Course Road and in Extention Road.,Flat,7369.255151
37700000,"Sector 65, Gurgaon, Sector 65, Gurgaon, Delhi NCR",3844,28.401126,77.064923,3,3,2,Ready to Move,Resale,2,,3,,Flat,9807.492196
16500000,"South City 1, Gurgaon, Delhi NCR",1640,28.45693249,77.06833,3,2,2,Ready to Move,Resale,1,,2,the property is closed to Huda metro station.,Flat,10060.97561
7900000,"Sector 79, Gurugram, Haryana, Sector 79, Gurgaon, Delhi NCR",1491,28.3589451,76.971745,2,2,3,Ready to Move,New Property,1,,2,New Golf Course Road,Flat,5298.457411
37000000,"Sector 112, Dwarka Expressway, Gurugram, Haryana 122007, Sector 112, Gurgaon, Delhi NCR",4857,28.517563,77.014148,4,5,5,Ready to Move,New Property,3,,3,,Flat,7617.871114
13500000,"000., Paschim Vihar, New Delhi - West, Delhi NCR",1200,28.67244303,77.10975812,3,3,2,Ready to Move,Resale,,,,Near action balaji hospital,Individual House,11250
3200000,"K Block, Mahipalpur, New Delhi - South, Delhi NCR",800,28.54872131,77.13526154,2,2,1,Ready to Move,Resale,,Furnished,,labour chowk,Flat,4000
15000000,"Gurgaon, Sector 51, Gurgaon, Delhi NCR",2367,28.42878151,77.06613922,3,3,1,Ready to Move,New Property,,Semi-Furnished,,Amity International,Flat,6337.135615
6200000,"Sector 77, Sector 77, Faridabad, Delhi NCR",1368,28.368101,77.3721674,3,3,2,,New Property,1,Semi-Furnished,1,"Independent,ready to move 2BHH, 3BHK, 4BHK and 5BHK floors having area",Flat,4532.163743
6300000,"Sector 150, Noida, Uttar Pradesh, Sector 150, Noida, Delhi NCR",1100,28.420393,77.483477,2,2,3,,New Property,,Semi-Furnished,,,Flat,5727.272727
11000000,"sector 8 pocket B 5 DDA flat rohini, Sector 8 Rohini, New Delhi - West, Delhi NCR",900,28.7050987,77.1227736,2,2,1,Ready to Move,New Property,,,,near madhuban chowk...,Flat,12222.22222
4100000,"Sector 86, Faridabad, Sector 86, Faridabad, Delhi NCR",1200,28.40436848,77.33607703,2,2,3,Ready to Move,Resale,1,,2,"Metro Station approx.3 Kms.,Hospital approx 1 Kms. Airport is approx. 34 Kms. Nehru Place is approx 18 Kms., Badarpur Flyover is 11 Kms",Individual House,3416.666667
40000000,"Main road greater kailash enc i., Greater Kailash Enclave 1, New Delhi - South, Delhi NCR",2100,28.54481506,77.24259949,4,4,1,Ready to Move,New Property,,Furnished,,Near greater kailash new police station - near to nehru place (food & it hub) - near to metro station - easy approach - all conveniences available.,Flat,19047.61905
42500000,"nearby DAV school 14 OPP MARKET, Sector 14, Faridabad, Delhi NCR",4700,28.3959971,77.3328095,5,5,3,Ready to Move,Resale,6,Semi-Furnished,,nearby market and DAV SCHOOL & community center,Individual House,9042.553191
3800000,"New Delhi, Paryavaran Complex, New Delhi - South, Delhi NCR",1000,28.51620483,77.20290375,2,2,2,Ready to Move,Resale,,Semi-Furnished,,Saket Metro,Flat,3800
7200000,"New Delhi, New Mahavir Nagar, New Delhi - West, Delhi NCR",1000,28.6334877,77.08435059,2,2,1,Ready to Move,Resale,,Unfurnished,,near to Janakpuri east,Flat,7200
7700000,"C1 block., Palam Vihar, Gurgaon, Delhi NCR",1125,28.5080324,77.0336072,3,3,2,Ready to Move,Resale,1,Semi-Furnished,0,,Flat,6844.444444
16000000,"IP Extension, Patparganj, New Delhi - East, Delhi NCR",1650,28.63101196,77.30213165,3,2,2,Ready to Move,Resale,,Semi-Furnished,,mother dairi,Flat,9696.969697
14500000,"amar colony, Amar Colony, New Delhi - South, Delhi NCR",900,28.56134987,77.24330139,2,2,2,Ready to Move,New Property,,Unfurnished,,M cinemas,Flat,16111.11111
9890000,"gh 002, Sector 107, Noida, Delhi NCR",1647,28.54291259,77.37203149,3,3,3,Ready to Move,Resale,,,,the property is 3 bhk     flat three side open plot good construction quality the property is closed metro city centre near pathways school near hospital Jaypee hospital,Flat,6004.857316
3750000,"GH05A Sector 1 Greater noida west, Sector 1, Greater Noida, Delhi NCR",1075,28.5661101,77.4406099,2,2,3,Ready to Move,Resale,1,,2,Yatharth Hospital,Flat,3488.372093
11200000,"Sector 90, Gurgaon, Sector 90, Gurgaon, Delhi NCR",1744,28.407361,76.93426176,3,3,3,Ready to Move,Resale,1,,2,sector 90 gurgaon,Individual House,6422.018349
21000000,"Dwarka Sector 11, New Delhi, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",2200,28.59413495,77.04838807,3,3,3,Ready to Move,Resale,2,,3,"Market, School, Metro and Hospital all available within 1 KM radius.",Individual House,9545.454545
8500000,"I block, South City 2, Gurgaon, Delhi NCR",1145,28.41786766,77.05124664,3,2,3,Ready to Move,New Property,,Unfurnished,,near nirvana county,Individual House,7423.580786
67500000,"Block M, South City -1, South City 1, Gurgaon, Delhi NCR",5000,28.4570251,77.0646805,5,6,4,Ready to Move,Resale,4,,,Property is nearer to Arcadia market and Huda metro station.,Flat,13500
6000000,"Anamika Enclave Near Sector 14 Gurugram Haryana 122001, Anamika Enclave, Gurgaon, Delhi NCR",1350,28.49747849,77.0271225,3,2,2,Ready to Move,New Property,1,Semi-Furnished,1,Near BSNL office,Flat,4444.444444
8000000,"Zeta 1, Greater Noida, Zeta 1, Greater Noida, Delhi NCR",1800,28.496754,77.52229495,3,4,4,Ready to Move,Resale,,,,metro station,Flat,4444.444444
33000000,"Park facing house, Sector 46, Gurgaon, Delhi NCR",4000,28.4358404,77.0582564,7,7,8,Ready to Move,Resale,2,Semi-Furnished,,"Sector46 Gurgaon, Gurgaon, Haryana",Individual House,8250
6500000,"Saket, New Delhi, New Delhi, Delhi NCR",1500,28.52354813,77.20889282,3,3,2,Ready to Move,New Property,,Semi-Furnished,,,Flat,4333.333333
7800000,"Sector 85, Faridabad, Sector 85, Faridabad, Delhi NCR",2250,28.4042306,77.3559561,3,3,2,Ready to Move,New Property,,,,auric green avenue,Flat,3466.666667
10000000,"sector 50 noida, Sector 50, Noida, Delhi NCR",1575,28.5782385,77.3769057,3,2,3,Ready to Move,Resale,,,,near sector 50 metro station,Flat,6349.206349
38500000,"Sector 54, Gurgaon, Sector 54, Gurgaon, Delhi NCR",2721,28.443186,77.108856,4,4,3,Ready to Move,Resale,3,,4,Rapid Metro sector 53-54,Flat,14149.20985
8520000,"Vikaspuri, New Delhi, Vikaspuri, New Delhi - West, Delhi NCR",900,28.64606,77.07101956,2,2,1,Ready to Move,Resale,2,,0,panchvati appt,Flat,9466.666667
